Id,Label
6602,0
6603,3
6604,5
6605,6
6606,3
6607,4
6608,4
6609,5
6610,8
6611,4
6612,9
6613,1
6614,5
6615,9
6616,5
6617,0
6618,7
6619,9
6620,2
6621,5
6622,4
6623,5
6624,8
6625,1
6626,6
6627,5
6628,0
6629,5
6630,5
6631,2
6632,5
6633,5
6634,5
6635,2
6636,5
6637,5
6638,5
6639,5
6640,5
6641,9
6642,5
6643,7
6644,5
6645,2
6646,5
6647,6
6648,6
6649,3
6650,8
6651,0
6652,9
6653,5
6654,5
6655,5
6656,1
6657,6
6658,6
6659,9
6660,5
6661,6
6662,5
6663,5
6664,1
6665,0
6666,7
6667,9
6668,2
6669,0
6670,5
6671,2
6672,5
6673,2
6674,4
6675,9
6676,2
6677,5
6678,5
6679,2
6680,5
6681,0
6682,4
6683,5
6684,1
6685,5
6686,2
6687,7
6688,5
6689,1
6690,2
6691,4
6692,9
6693,3
6694,6
6695,6
6696,2
6697,1
6698,5
6699,4
6700,5
6701,1
6702,5
6703,1
6704,4
6705,6
6706,5
6707,5
6708,4
6709,2
6710,9
6711,5
6712,7
6713,3
6714,0
6715,6
6716,5
6717,5
6718,0
6719,0
6720,2
6721,2
6722,5
6723,4
6724,5
6725,8
6726,1
6727,4
6728,0
6729,5
6730,5
6731,4
6732,5
6733,1
6734,8
6735,1
6736,0
6737,2
6738,3
6739,5
6740,0
6741,6
6742,6
6743,7
6744,1
6745,3
6746,7
6747,2
6748,5
6749,5
6750,6
6751,3
6752,3
6753,2
6754,2
6755,2
6756,5
6757,7
6758,1
6759,5
6760,3
6761,8
6762,4
6763,1
6764,5
6765,5
6766,5
6767,1
6768,5
6769,5
6770,9
6771,3
6772,3
6773,5
6774,5
6775,5
6776,4
6777,5
6778,3
6779,4
6780,3
6781,2
6782,9
6783,6
6784,7
6785,5
6786,9
6787,5
6788,6
6789,5
6790,5
6791,5
6792,6
6793,8
6794,5
6795,3
6796,5
6797,8
6798,2
6799,5
6800,9
6801,5
6802,7
6803,5
6804,6
6805,8
6806,5
6807,2
6808,2
6809,5
6810,4
6811,4
6812,4
6813,6
6814,5
6815,5
6816,2
6817,5
6818,5
6819,9
6820,1
6821,4
6822,9
6823,7
6824,0
6825,8
6826,5
6827,1
6828,3
6829,8
6830,3
6831,8
6832,8
6833,1
6834,5
6835,7
6836,6
6837,5
6838,5
6839,8
6840,5
6841,2
6842,7
6843,3
6844,3
6845,3
6846,5
6847,0
6848,7
6849,5
6850,1
6851,8
6852,4
6853,9
6854,2
6855,5
6856,5
6857,0
6858,5
6859,3
6860,5
6861,4
6862,5
6863,5
6864,2
6865,5
6866,3
6867,9
6868,0
6869,0
6870,8
6871,7
6872,2
6873,3
6874,9
6875,7
6876,1
6877,5
6878,4
6879,3
6880,5
6881,0
6882,9
6883,1
6884,4
6885,5
6886,5
6887,2
6888,9
6889,5
6890,5
6891,5
6892,4
6893,3
6894,6
6895,8
6896,5
6897,0
6898,4
6899,5
6900,9
6901,5
6902,5
6903,8
6904,5
6905,5
6906,5
6907,5
6908,1
6909,5
6910,9
6911,6
6912,5
6913,4
6914,9
6915,1
6916,3
6917,5
6918,4
6919,3
6920,0
6921,7
6922,2
6923,3
6924,5
6925,0
6926,1
6927,7
6928,0
6929,0
6930,6
6931,5
6932,5
6933,3
6934,2
6935,1
6936,4
6937,0
6938,9
6939,5
6940,4
6941,1
6942,1
6943,2
6944,0
6945,5
6946,5
6947,1
6948,0
6949,5
6950,2
6951,1
6952,8
6953,2
6954,3
6955,4
6956,5
6957,2
6958,9
6959,5
6960,5
6961,9
6962,1
6963,9
6964,5
6965,7
6966,4
6967,5
6968,5
6969,5
6970,5
6971,3
6972,7
6973,7
6974,5
6975,5
6976,4
6977,7
6978,6
6979,7
6980,3
6981,9
6982,5
6983,4
6984,2
6985,5
6986,9
6987,5
6988,6
6989,5
6990,1
6991,1
6992,5
6993,5
6994,5
6995,3
6996,5
6997,1
6998,1
6999,3
7000,7
7001,9
7002,0
7003,5
7004,1
7005,7
7006,4
7007,2
7008,5
7009,5
7010,5
7011,4
7012,6
7013,7
7014,8
7015,5
7016,8
7017,4
7018,4
7019,1
7020,8
7021,0
7022,0
7023,5
7024,5
7025,3
7026,2
7027,0
7028,1
7029,8
7030,2
7031,8
7032,8
7033,7
7034,5
7035,9
7036,2
7037,5
7038,9
7039,3
7040,9
7041,8
7042,4
7043,5
7044,5
7045,4
7046,5
7047,7
7048,0
7049,9
7050,8
7051,3
7052,1
7053,9
7054,0
7055,0
7056,0
7057,5
7058,5
7059,1
7060,4
7061,5
7062,4
7063,4
7064,5
7065,5
7066,7
7067,5
7068,7
7069,1
7070,9
7071,5
7072,3
7073,5
7074,4
7075,0
7076,9
7077,0
7078,3
7079,8
7080,4
7081,5
7082,3
7083,3
7084,3
7085,4
7086,5
7087,2
7088,8
7089,5
7090,0
7091,5
7092,1
7093,7
7094,1
7095,5
7096,3
7097,8
7098,5
7099,2
7100,5
7101,4
7102,8
7103,6
7104,2
7105,4
7106,5
7107,4
7108,1
7109,5
7110,4
7111,8
7112,4
7113,5
7114,2
7115,2
7116,4
7117,4
7118,4
7119,5
7120,1
7121,5
7122,0
7123,8
7124,6
7125,2
7126,5
7127,0
7128,5
7129,3
7130,2
7131,0
7132,3
7133,5
7134,5
7135,3
7136,7
7137,2
7138,4
7139,5
7140,5
7141,5
7142,5
7143,5
7144,1
7145,5
7146,9
7147,9
7148,8
7149,5
7150,0
7151,6
7152,4
7153,4
7154,8
7155,5
7156,5
7157,2
7158,5
7159,3
7160,0
7161,5
7162,6
7163,5
7164,5
7165,0
7166,9
7167,1
7168,2
7169,4
7170,5
7171,5
7172,0
7173,9
7174,0
7175,1
7176,5
7177,1
7178,6
7179,1
7180,9
7181,1
7182,5
7183,3
7184,1
7185,5
7186,5
7187,3
7188,5
7189,7
7190,7
7191,0
7192,5
7193,1
7194,0
7195,3
7196,9
7197,7
7198,5
7199,8
7200,8
7201,5
7202,8
7203,1
7204,8
7205,4
7206,9
7207,7
7208,9
7209,9
7210,6
7211,6
7212,5
7213,3
7214,7
7215,5
7216,4
7217,6
7218,5
7219,8
7220,7
7221,1
7222,9
7223,9
7224,5
7225,1
7226,3
7227,8
7228,4
7229,1
7230,2
7231,5
7232,6
7233,6
7234,5
7235,5
7236,1
7237,1
7238,5
7239,5
7240,7
7241,5
7242,0
7243,8
7244,3
7245,5
7246,4
7247,5
7248,5
7249,5
7250,4
7251,8
7252,4
7253,4
7254,5
7255,3
7256,4
7257,5
7258,7
7259,4
7260,8
7261,8
7262,5
7263,4
7264,8
7265,5
7266,1
7267,5
7268,5
7269,1
7270,9
7271,5
7272,2
7273,9
7274,6
7275,5
7276,2
7277,5
7278,5
7279,5
7280,8
7281,0
7282,5
7283,8
7284,0
7285,9
7286,3
7287,9
7288,9
7289,6
7290,3
7291,7
7292,3
7293,4
7294,5
7295,4
7296,5
7297,0
7298,8
7299,3
7300,8
7301,6
7302,9
7303,7
7304,8
7305,5
7306,9
7307,2
7308,7
7309,4
7310,5
7311,1
7312,4
7313,7
7314,1
7315,8
7316,8
7317,4
7318,5
7319,9
7320,4
7321,5
7322,7
7323,5
7324,3
7325,9
7326,6
7327,4
7328,1
7329,5
7330,3
7331,0
7332,9
7333,4
7334,5
7335,3
7336,1
7337,4
7338,4
7339,1
7340,3
7341,2
7342,7
7343,4
7344,5
7345,5
7346,6
7347,9
7348,2
7349,8
7350,3
7351,5
7352,8
7353,0
7354,2
7355,5
7356,5
7357,5
7358,6
7359,0
7360,5
7361,6
7362,9
7363,5
7364,7
7365,0
7366,5
7367,5
7368,5
7369,2
7370,5
7371,9
7372,2
7373,7
7374,2
7375,5
7376,0
7377,1
7378,9
7379,3
7380,5
7381,5
7382,5
7383,1
7384,5
7385,8
7386,7
7387,6
7388,5
7389,5
7390,9
7391,5
7392,2
7393,9
7394,5
7395,4
7396,5
7397,5
7398,3
7399,9
7400,5
7401,5
7402,4
7403,1
7404,5
7405,5
7406,1
7407,5
7408,5
7409,9
7410,5
7411,6
7412,5
7413,5
7414,5
7415,5
7416,9
7417,7
7418,2
7419,4
7420,8
7421,5
7422,9
7423,5
7424,3
7425,5
7426,4
7427,5
7428,5
7429,4
7430,6
7431,6
7432,1
7433,8
7434,5
7435,8
7436,2
7437,4
7438,4
7439,5
7440,3
7441,6
7442,5
7443,8
7444,3
7445,5
7446,5
7447,5
7448,5
7449,2
7450,7
7451,8
7452,7
7453,4
7454,8
7455,5
7456,4
7457,3
7458,8
7459,8
7460,5
7461,5
7462,3
7463,1
7464,2
7465,5
7466,6
7467,2
7468,7
7469,5
7470,5
7471,2
7472,9
7473,5
7474,7
7475,5
7476,5
7477,2
7478,9
7479,1
7480,9
7481,5
7482,8
7483,3
7484,7
7485,8
7486,5
7487,3
7488,5
7489,6
7490,5
7491,5
7492,6
7493,5
7494,4
7495,9
7496,3
7497,3
7498,5
7499,3
7500,5
7501,5
7502,7
7503,5
7504,0
7505,3
7506,2
7507,5
7508,5
7509,9
7510,1
7511,5
7512,0
7513,2
7514,0
7515,6
7516,7
7517,3
7518,3
7519,4
7520,7
7521,5
7522,5
7523,9
7524,0
7525,2
7526,4
7527,1
7528,6
7529,5
7530,1
7531,0
7532,5
7533,9
7534,5
7535,2
7536,4
7537,5
7538,8
7539,5
7540,2
7541,6
7542,5
7543,5
7544,1
7545,9
7546,6
7547,1
7548,0
7549,3
7550,1
7551,5
7552,4
7553,5
7554,8
7555,4
7556,5
7557,6
7558,3
7559,8
7560,1
7561,5
7562,6
7563,2
7564,3
7565,1
7566,1
7567,6
7568,7
7569,9
7570,6
7571,4
7572,2
7573,4
7574,5
7575,2
7576,5
7577,6
7578,7
7579,2
7580,3
7581,2
7582,3
7583,5
7584,5
7585,1
7586,6
7587,7
7588,5
7589,1
7590,7
7591,0
7592,2
7593,1
7594,1
7595,5
7596,7
7597,7
7598,5
7599,4
7600,4
7601,4
7602,5
7603,5
7604,0
7605,4
7606,3
7607,5
7608,8
7609,5
7610,5
7611,5
7612,7
7613,5
7614,5
7615,6
7616,5
7617,7
7618,5
7619,3
7620,4
7621,5
7622,7
7623,5
7624,9
7625,1
7626,5
7627,0
7628,1
7629,4
7630,2
7631,8
7632,8
7633,4
7634,8
7635,0
7636,7
7637,5
7638,3
7639,3
7640,6
7641,3
7642,2
7643,4
7644,1
7645,6
7646,6
7647,3
7648,4
7649,5
7650,5
7651,5
7652,5
7653,1
7654,4
7655,5
7656,0
7657,5
7658,5
7659,5
7660,0
7661,3
7662,8
7663,5
7664,5
7665,1
7666,0
7667,5
7668,4
7669,9
7670,5
7671,5
7672,0
7673,3
7674,5
7675,3
7676,5
7677,5
7678,3
7679,1
7680,5
7681,0
7682,0
7683,7
7684,0
7685,3
7686,4
7687,1
7688,3
7689,0
7690,4
7691,0
7692,9
7693,8
7694,7
7695,6
7696,0
7697,5
7698,6
7699,7
7700,5
7701,0
7702,3
7703,5
7704,8
7705,5
7706,4
7707,3
7708,1
7709,5
7710,8
7711,0
7712,9
7713,5
7714,1
7715,4
7716,1
7717,4
7718,1
7719,2
7720,8
7721,5
7722,1
7723,5
7724,5
7725,3
7726,4
7727,2
7728,8
7729,3
7730,5
7731,1
7732,1
7733,5
7734,1
7735,5
7736,1
7737,5
7738,5
7739,5
7740,5
7741,2
7742,5
7743,9
7744,0
7745,4
7746,7
7747,3
7748,8
7749,5
7750,2
7751,5
7752,7
7753,4
7754,9
7755,1
7756,5
7757,7
7758,3
7759,1
7760,5
7761,7
7762,5
7763,4
7764,5
7765,4
7766,0
7767,3
7768,4
7769,4
7770,8
7771,7
7772,3
7773,3
7774,8
7775,5
7776,1
7777,5
7778,3
7779,1
7780,9
7781,5
7782,7
7783,3
7784,5
7785,8
7786,2
7787,4
7788,0
7789,2
7790,4
7791,0
7792,6
7793,5
7794,5
7795,8
7796,5
7797,8
7798,9
7799,7
7800,5
7801,4
7802,4
7803,6
7804,8
7805,5
7806,5
7807,5
7808,5
7809,3
7810,5
7811,8
7812,1
7813,1
7814,5
7815,4
7816,6
7817,7
7818,5
7819,5
7820,5
7821,9
7822,1
7823,5
7824,5
7825,5
7826,6
7827,5
7828,5
7829,5
7830,4
7831,4
7832,5
7833,5
7834,2
7835,8
7836,2
7837,6
7838,2
7839,0
7840,3
7841,8
7842,7
7843,5
7844,9
7845,4
7846,5
7847,1
7848,1
7849,2
7850,7
7851,0
7852,3
7853,0
7854,2
7855,5
7856,3
7857,4
7858,9
7859,5
7860,1
7861,9
7862,3
7863,0
7864,4
7865,0
7866,3
7867,8
7868,4
7869,4
7870,8
7871,0
7872,4
7873,5
7874,6
7875,5
7876,5
7877,5
7878,7
7879,4
7880,5
7881,4
7882,3
7883,7
7884,3
7885,5
7886,8
7887,8
7888,5
7889,2
7890,8
7891,3
7892,6
7893,7
7894,1
7895,5
7896,5
7897,3
7898,4
7899,5
7900,5
7901,3
7902,8
7903,5
7904,6
7905,3
7906,0
7907,7
7908,2
7909,4
7910,1
7911,4
7912,0
7913,0
7914,8
7915,5
7916,5
7917,5
7918,2
7919,4
7920,6
7921,6
7922,2
7923,4
7924,5
7925,5
7926,4
7927,4
7928,5
7929,5
7930,4
7931,5
7932,5
7933,5
7934,3
7935,6
7936,8
7937,3
7938,5
7939,5
7940,4
7941,8
7942,0
7943,6
7944,8
7945,3
7946,2
7947,7
7948,8
7949,6
7950,5
7951,8
7952,1
7953,5
7954,2
7955,1
7956,2
7957,9
7958,7
7959,0
7960,0
7961,8
7962,5
7963,5
7964,3
7965,5
7966,3
7967,0
7968,7
7969,2
7970,8
7971,1
7972,6
7973,1
7974,7
7975,5
7976,2
7977,6
7978,2
7979,1
7980,3
7981,1
7982,5
7983,5
7984,8
7985,9
7986,6
7987,5
7988,2
7989,0
7990,5
7991,1
7992,9
7993,7
7994,9
7995,2
7996,2
7997,7
7998,4
7999,1
8000,1
8001,0
8002,5
8003,0
8004,5
8005,9
8006,5
8007,1
8008,6
8009,6
8010,6
8011,5
8012,3
8013,5
8014,5
8015,6
8016,9
8017,3
8018,8
8019,3
8020,5
8021,7
8022,2
8023,3
8024,4
8025,4
8026,8
8027,3
8028,9
8029,5
8030,0
8031,7
8032,9
8033,5
8034,2
8035,0
8036,3
8037,7
8038,0
8039,6
8040,0
8041,3
8042,9
8043,1
8044,5
8045,7
8046,7
8047,5
8048,5
8049,5
8050,5
8051,9
8052,8
8053,5
8054,3
8055,1
8056,5
8057,0
8058,2
8059,4
8060,1
8061,5
8062,7
8063,2
8064,0
8065,2
8066,5
8067,1
8068,8
8069,5
8070,7
8071,4
8072,2
8073,5
8074,3
8075,6
8076,5
8077,3
8078,5
8079,5
8080,5
8081,9
8082,3
8083,5
8084,7
8085,2
8086,5
8087,5
8088,7
8089,3
8090,1
8091,5
8092,2
8093,0
8094,4
8095,0
8096,5
8097,2
8098,0
8099,5
8100,1
8101,1
8102,7
8103,2
8104,0
8105,9
8106,5
8107,3
8108,4
8109,5
8110,1
8111,7
8112,4
8113,3
8114,8
8115,5
8116,0
8117,5
8118,4
8119,6
8120,6
8121,6
8122,5
8123,7
8124,5
8125,0
8126,3
8127,2
8128,4
8129,2
8130,2
8131,6
8132,5
8133,1
8134,5
8135,0
8136,1
8137,7
8138,8
8139,7
8140,9
8141,8
8142,0
8143,5
8144,5
8145,5
8146,2
8147,9
8148,5
8149,5
8150,2
8151,5
8152,6
8153,5
8154,7
8155,5
8156,5
8157,3
8158,4
8159,5
8160,0
8161,5
8162,9
8163,2
8164,6
8165,6
8166,5
8167,9
8168,6
8169,1
8170,6
8171,8
8172,1
8173,5
8174,5
8175,5
8176,1
8177,1
8178,4
8179,5
8180,5
8181,1
8182,6
8183,6
8184,4
8185,0
8186,5
8187,5
8188,5
8189,3
8190,5
8191,3
8192,8
8193,8
8194,7
8195,4
8196,5
8197,5
8198,7
8199,3
8200,1
8201,7
8202,1
8203,1
8204,5
8205,5
8206,6
8207,0
8208,0
8209,3
8210,4
8211,8
8212,0
8213,4
8214,5
8215,1
8216,7
8217,8
8218,5
8219,8
8220,4
8221,8
8222,5
8223,8
8224,5
8225,6
8226,2
8227,5
8228,1
8229,6
8230,6
8231,5
8232,0
8233,1
8234,7
8235,6
8236,9
8237,3
8238,0
8239,8
8240,1
8241,5
8242,0
8243,5
8244,3
8245,0
8246,9
8247,5
8248,3
8249,0
8250,1
8251,4
8252,3
8253,5
8254,6
8255,5
8256,7
8257,9
8258,3
8259,2
8260,5
8261,5
8262,8
8263,2
8264,5
8265,5
8266,0
8267,0
8268,5
8269,8
8270,3
8271,1
8272,5
8273,5
8274,3
8275,5
8276,2
8277,0
8278,5
8279,0
8280,4
8281,4
8282,4
8283,4
8284,1
8285,1
8286,2
8287,5
8288,8
8289,5
8290,8
8291,7
8292,1
8293,5
8294,8
8295,3
8296,4
8297,5
8298,9
8299,0
8300,2
8301,2
8302,1
8303,8
8304,5
8305,4
8306,5
8307,1
8308,3
8309,5
8310,5
8311,4
8312,8
8313,5
8314,3
8315,2
8316,8
8317,5
8318,4
8319,2
8320,1
8321,5
8322,5
8323,5
8324,5
8325,2
8326,5
8327,3
8328,4
8329,1
8330,6
8331,8
8332,5
8333,0
8334,3
8335,4
8336,0
8337,9
8338,4
8339,5
8340,1
8341,5
8342,8
8343,5
8344,0
8345,3
8346,4
8347,3
8348,5
8349,4
8350,5
8351,8
8352,1
8353,9
8354,5
8355,3
8356,5
8357,7
8358,4
8359,1
8360,5
8361,3
8362,5
8363,4
8364,1
8365,5
8366,7
8367,7
8368,5
8369,5
8370,5
8371,4
8372,5
8373,8
8374,5
8375,6
8376,6
8377,8
8378,3
8379,5
8380,8
8381,1
8382,4
8383,7
8384,7
8385,6
8386,5
8387,7
8388,8
8389,5
8390,9
8391,3
8392,4
8393,4
8394,2
8395,6
8396,0
8397,5
8398,4
8399,6
8400,1
8401,7
8402,5
8403,9
8404,9
8405,9
8406,5
8407,6
8408,5
8409,5
8410,9
8411,0
8412,1
8413,8
8414,5
8415,2
8416,3
8417,5
8418,2
8419,4
8420,1
8421,5
8422,5
8423,5
8424,5
8425,5
8426,2
8427,5
8428,5
8429,8
8430,8
8431,8
8432,5
8433,3
8434,8
8435,9
8436,5
8437,5
8438,0
8439,3
8440,9
8441,8
8442,6
8443,1
8444,4
8445,3
8446,5
8447,8
8448,5
8449,5
8450,5
8451,4
8452,3
8453,5
8454,6
8455,9
8456,5
8457,0
8458,3
8459,0
8460,3
8461,4
8462,6
8463,0
8464,5
8465,8
8466,1
8467,1
8468,5
8469,7
8470,1
8471,4
8472,7
8473,4
8474,3
8475,1
8476,5
8477,1
8478,9
8479,5
8480,5
8481,7
8482,8
8483,5
8484,8
8485,0
8486,1
8487,9
8488,7
8489,4
8490,9
8491,5
8492,5
8493,5
8494,7
8495,3
8496,5
8497,8
8498,4
8499,3
8500,7
8501,5
8502,4
8503,9
8504,6
8505,5
8506,3
8507,4
8508,1
8509,5
8510,4
8511,5
8512,5
8513,3
8514,3
8515,7
8516,6
8517,8
8518,7
8519,3
8520,2
8521,6
8522,2
8523,5
8524,5
8525,9
8526,3
8527,0
8528,6
8529,5
8530,5
8531,5
8532,3
8533,5
8534,7
8535,4
8536,4
8537,5
8538,7
8539,7
8540,5
8541,2
8542,6
8543,7
8544,9
8545,6
8546,3
8547,1
8548,3
8549,1
8550,7
8551,3
8552,4
8553,9
8554,2
8555,3
8556,5
8557,8
8558,2
8559,9
8560,6
8561,5
8562,6
8563,6
8564,5
8565,6
8566,1
8567,4
8568,5
8569,9
8570,3
8571,3
8572,5
8573,2
8574,7
8575,5
8576,4
8577,4
8578,5
8579,5
8580,0
8581,5
8582,6
8583,4
8584,7
8585,3
8586,2
8587,4
8588,5
8589,8
8590,4
8591,3
8592,6
8593,4
8594,4
8595,4
8596,5
8597,3
8598,9
8599,5
8600,0
8601,8
8602,5
8603,7
8604,4
8605,7
8606,5
8607,9
8608,5
8609,9
8610,9
8611,7
8612,3
8613,7
8614,5
8615,5
8616,6
8617,2
8618,9
8619,3
8620,4
8621,2
8622,9
8623,8
8624,5
8625,9
8626,5
8627,5
8628,6
8629,4
8630,8
8631,8
8632,5
8633,0
8634,0
8635,8
8636,1
8637,5
8638,4
8639,1
8640,5
8641,0
8642,8
8643,7
8644,5
8645,4
8646,4
8647,5
8648,5
8649,0
8650,7
8651,2
8652,7
8653,5
8654,4
8655,5
8656,4
8657,4
8658,3
8659,0
8660,6
8661,5
8662,2
8663,4
8664,0
8665,3
8666,3
8667,5
8668,5
8669,6
8670,6
8671,5
8672,1
8673,2
8674,2
8675,0
8676,1
8677,5
8678,6
8679,9
8680,6
8681,1
8682,0
8683,9
8684,0
8685,5
8686,9
8687,8
8688,6
8689,9
8690,8
8691,9
8692,3
8693,1
8694,6
8695,5
8696,5
8697,5
8698,1
8699,6
8700,1
8701,5
8702,2
8703,5
8704,0
8705,5
8706,4
8707,5
8708,5
8709,4
8710,5
8711,2
8712,6
8713,5
8714,9
8715,5
8716,5
8717,7
8718,9
8719,5
8720,7
8721,8
8722,4
8723,8
8724,8
8725,7
8726,8
8727,5
8728,6
8729,0
8730,2
8731,5
8732,2
8733,5
8734,1
8735,6
8736,4
8737,1
8738,4
8739,9
8740,1
8741,3
8742,1
8743,5
8744,9
8745,9
8746,5
8747,9
8748,6
8749,8
8750,3
8751,8
8752,6
8753,3
8754,5
8755,1
8756,5
8757,8
8758,5
8759,4
8760,5
8761,4
8762,4
8763,3
8764,3
8765,5
8766,4
8767,5
8768,6
8769,1
8770,3
8771,2
8772,3
8773,4
8774,0
8775,6
8776,6
8777,5
8778,6
8779,1
8780,5
8781,9
8782,3
8783,3
8784,0
8785,4
8786,1
8787,1
8788,2
8789,0
8790,5
8791,5
8792,8
8793,5
8794,5
8795,1
8796,9
8797,9
